,focal_pid,comparative_pid,focal_score,comparative_score,relation
82287,12809568,26264559,4,7,<
82288,23776495,12083482,6,7,≈
82289,17590287,15647516,4,9,<
82290,20183724,24770488,2,8,<
82291,21115790,28377868,10,1,>
82292,15606622,11704586,1,10,<
82293,19107520,31947591,5,9,<
82294,23533950,19101750,2,9,<
82295,26089239,32734611,10,5,>
82296,19285943,30692202,10,10,≈
82297,19838350,23138968,2,3,≈
82298,27829886,25586307,2,10,<
82299,23691062,26423994,9,10,≈
82300,12841578,9400381,1,10,<
82301,27694998,34943995,6,10,<
82302,17277500,8933008,5,10,<
82303,17962412,21209335,9,9,≈
82304,16977450,15546642,1,9,<
82305,24220296,22504663,9,8,≈
82306,15731048,14529279,6,2,>
82307,18801909,16460269,6,10,<
82308,17136454,2055657,3,1,>
82309,18704635,26270258,1,9,<
82310,16537369,19321606,10,8,>
82311,27445634,20864835,6,10,<
82312,24449400,19562255,8,9,≈
82313,23424667,22434080,5,5,≈
82314,25529848,30407281,10,2,>
82315,12652146,10226086,1,9,<
82316,11991994,19327115,10,6,>
82317,12324320,9327544,5,6,≈
82318,24813615,26712738,10,5,>
82319,18455749,30038017,2,10,<
82320,35252719,37219929,7,10,<
82321,34957131,36824653,10,5,>
82322,16277749,22654665,10,9,≈
82323,22721421,18606479,2,7,<
82324,12244017,22252145,9,2,>
82325,25469720,28164344,3,4,≈
82326,12643202,23250455,5,1,>
82327,14500823,15849241,9,4,>
82328,12557963,8885941,1,10,<
82329,28811889,21676736,8,10,<
82330,30147727,18005405,8,10,<
82331,30026466,22179569,9,10,≈
82332,10623760,19165338,9,10,≈
82333,31906846,37626569,10,2,>
82334,19381804,15701510,4,10,<
82335,12589000,17846122,6,6,≈
82336,15887853,11119396,1,10,<
82337,28270454,32375849,10,8,>
82338,19765293,21782820,10,2,>
82339,15041671,9635762,5,5,≈
82340,20133604,31466710,10,6,>
82341,16100512,11239398,10,10,≈
82342,16901950,21306612,7,2,>
82343,18667060,17593078,2,7,<
82344,19457490,17599600,2,10,<
82345,26976569,28556833,10,10,≈
82346,18584080,20838903,9,2,>
82347,32578706,16700631,3,10,<
82348,27192556,30858342,9,8,≈
82349,10810083,8618869,9,9,≈
82350,30296287,29045484,7,7,≈
82351,11158120,19188360,7,5,>
82352,28920958,32299393,10,8,>
82353,20619712,19633651,10,10,≈
82354,24163102,29470465,10,10,≈
82355,33865385,28182809,8,9,≈
82356,29386631,20657821,8,9,≈
82357,16920880,11606552,10,9,≈
82358,15102816,19500524,8,8,≈
82359,14749723,17015834,10,10,≈
82360,18829801,11044483,7,6,≈
82361,11689709,14551258,8,7,≈
82362,35432071,31139470,9,5,>
82363,17557854,22447591,7,6,≈
82364,33110958,31243268,6,10,<
82365,15121839,27005442,7,8,≈
82366,19176882,2180686,2,9,<
82367,27908843,32130193,10,4,>
82368,15069708,12439910,5,5,≈
82369,21488084,24773432,9,3,>
82370,15295125,10949236,5,6,≈
82371,25122120,27882315,10,9,≈
82372,26943348,20671288,5,9,<
82373,33559776,26489703,7,10,<
82374,12183586,9632594,5,6,≈
82375,16954276,6286861,5,5,≈
82376,24913332,28640877,5,9,<
82377,24237682,21311587,5,10,<
82378,21567137,20668475,9,10,≈
82379,23899356,15968013,6,10,<
82380,15197259,37969764,10,1,>
82381,27503932,30882007,10,8,>
82382,28424317,26285132,5,8,<
82383,17517831,19442305,7,4,>
82384,16611997,10452940,8,9,≈
82385,16369712,10372026,1,6,<
82386,11997459,25241075,9,10,≈
82387,25948953,18513698,1,9,<
82388,20946943,19385599,2,10,<
82389,19513810,9398190,7,2,>
82390,30771088,29388413,8,6,>
82391,19581577,17095158,9,2,>
82392,11709337,12654680,8,7,≈
82393,16488626,21530003,9,7,>
82394,27917875,30050092,9,9,≈
82395,15308517,17448247,10,4,>
82396,27987292,17699133,1,10,<
82397,11346247,7828316,1,10,<
82398,22991486,30068353,7,2,>
82399,26733213,25384570,8,9,≈
82400,21264494,36944863,10,4,>
82401,22940489,21306348,7,8,≈
82402,10655350,22808087,8,7,≈
82403,22492433,18086203,8,4,>
82404,27501731,15925355,1,10,<
82405,23276281,29381858,10,6,>
82406,30990252,34903530,10,9,≈
82407,12590353,9336443,1,10,<
82408,18005740,16188987,10,6,>
82409,27047251,24035497,8,10,<
82410,29109255,36626234,10,10,≈
82411,19490908,19883613,10,10,≈
82412,15860716,32410773,10,2,>
82413,27185280,33451180,8,1,>
82414,17684006,19402910,7,7,≈
82415,10770747,8203835,6,5,≈
82416,17661009,19602480,10,8,>
82417,25884288,32581842,10,10,≈
82418,11344262,17442042,10,8,>
82419,17849004,26687188,10,6,>
82420,18753625,26713105,9,7,>
82421,18396068,31998811,9,1,>
82422,11717274,8550530,4,5,≈
82423,16041012,31308087,7,6,≈
82424,23056618,37588163,10,10,≈
82425,16648463,35204707,10,10,≈
82426,12690549,9818844,1,10,<
82427,19048352,38264744,10,4,>
82428,17404835,15923260,8,10,<
82429,26119042,28589022,6,10,<
82430,24245539,17299599,7,10,<
82431,19812279,27619000,10,9,≈
82432,30050470,18057513,8,4,>
82433,20335257,20304457,9,6,>
82434,25583974,28484041,5,4,≈
82435,21516500,31179254,2,7,<
82436,11717301,10655484,5,10,<
82437,30652745,23985788,1,10,<
82438,15908607,16570127,9,4,>
82439,20512437,7157015,9,1,>
82440,15963228,3899825,2,10,<
82441,16415004,9420332,6,10,<
82442,10695609,1758953,5,8,<
82443,11293665,3966756,3,9,<
82444,25408370,22136895,6,6,≈
82445,12610142,18411324,5,6,≈
82446,28326140,20393644,1,10,<
82447,16554822,23865999,10,6,>
82448,28891236,27338081,7,8,≈
82449,17557792,17483464,9,10,≈
82450,29270662,28329010,4,5,≈
82451,27336058,30534090,10,4,>
82452,15853435,11863209,8,4,>
82453,19164153,20881165,7,8,≈
82454,10852846,15804284,10,1,>
82455,16513745,16430703,4,3,≈
82456,28387922,30445237,9,4,>
82457,16192353,24847959,10,7,>
82458,18066685,20596898,3,4,≈
82459,19763266,11721644,7,5,>
82460,14563867,26657537,3,10,<
82461,17397851,11006391,7,8,≈
82462,11102398,23973416,8,1,>
82463,17917051,21317915,2,10,<
82464,12117930,11349082,7,8,≈
82465,32172310,35156097,10,6,>
82466,10590151,16569847,8,9,≈
82467,30341456,21179021,6,10,<
82468,20932910,28929138,3,10,<
82469,10833180,19823612,5,1,>
82470,16926437,8885267,6,5,≈
82471,20095623,18537675,10,4,>
82472,26300649,23084358,3,10,<
82473,16951492,15044683,3,10,<
82474,30931577,26210288,10,9,≈
82475,24836001,26590426,9,10,≈
82476,18687384,19913014,1,6,<
82477,24582988,16427688,5,6,≈
82478,32021137,33559828,8,9,≈
82479,25740862,29699521,10,3,>
82480,12486230,17979886,10,8,>
82481,26575624,34319156,10,10,≈
82482,19855010,12357247,10,10,≈
82483,17874046,10940282,1,9,<
82484,11371636,10619428,9,10,≈
82485,35676704,30067777,6,10,<
82486,23356979,30128046,10,10,≈
82487,30984134,28724407,9,8,≈
82488,20547134,16237445,10,10,≈
82489,21602348,36779708,8,10,<
82490,16508760,27162340,2,9,<
82491,33418967,30637402,9,2,>
82492,36354779,22577451,10,3,>
82493,26082282,27280073,5,1,>
82494,26167250,29866815,5,10,<
82495,35441501,14765729,7,10,<
82496,16785446,12615073,10,6,>
82497,15574493,31877124,10,10,≈
82498,30413730,35519851,9,4,>
82499,21045828,30106256,10,2,>
82500,12451177,21082958,10,6,>
82501,18568847,17320081,10,8,>
82502,20684967,24149514,2,9,<
82503,20393287,19414839,5,10,<
82504,23906107,19194444,1,10,<
82505,18509334,20644536,10,10,≈
82506,12218017,26725510,3,10,<
82507,17615127,24780766,4,5,≈
82508,27152322,33717454,10,8,>
82509,15221364,8506525,1,7,<
82510,18337137,34032155,8,1,>
82511,20300217,27053337,10,10,≈
82512,16094360,17015466,10,6,>
82513,22307617,16288782,10,5,>
82514,37046060,28040257,5,10,<
82515,23661147,19996787,8,8,≈
82516,24749095,16548864,1,4,<
82517,30057426,20831813,2,5,<
82518,11053213,22946540,8,7,≈
82519,34278189,33279215,9,6,>
82520,15535878,2023952,6,10,<
82521,23637929,37576510,8,2,>
82522,12413299,8285660,1,5,<
82523,30239772,37388815,10,7,>
82524,20876302,16554824,5,10,<
82525,23605472,28335560,4,5,≈
82526,22629110,22629109,2,2,≈
82527,11316793,15175240,10,10,≈
82528,26257577,19185288,3,4,≈
82529,24961418,7605928,2,1,≈
82530,18854158,9651580,10,10,≈
82531,11564655,10960080,6,7,≈
82532,22302097,21853092,9,8,≈
82533,15520286,17457615,9,6,>
82534,16933996,17905814,8,9,≈
82535,16489173,14602212,4,4,≈
82536,19802340,18055211,3,8,<
82537,30706327,22897849,4,10,<
82538,12466551,24150787,9,2,>
82539,10906226,7539113,6,10,<
82540,21415915,18515014,3,5,<
82541,19741278,16193778,6,7,≈
82542,22355508,3815306,1,5,<
82543,17939997,25502938,10,9,≈
82544,11013137,21224396,10,6,>
82545,25815341,11728144,3,10,<
82546,11050177,25376093,9,2,>
82547,15580491,11440458,3,8,<
82548,25504048,31179490,9,8,≈
82549,22244304,21083432,7,9,<
82550,23066954,19828467,6,10,<
82551,26124710,24832866,5,10,<
82552,18637176,30038783,6,5,≈
82553,25392192,23583543,3,8,<
82554,29387860,32111591,9,8,≈
82555,27816326,29206193,10,6,>
82556,20372926,23595212,6,6,≈
82557,21957315,20861269,7,8,≈
82558,24440415,27649374,10,10,≈
82559,25675362,16983076,6,10,<
82560,25929281,28747178,10,7,>
82561,25551683,16834488,3,9,<
82562,18671479,30947260,2,9,<
82563,23179470,29450094,1,10,<
82564,20535593,18190624,2,6,<
82565,23951004,25424940,7,4,>
82566,16393651,18436430,9,3,>
82567,27790136,22114705,5,9,<
82568,11526156,24729038,9,4,>
82569,21673910,21093113,5,7,<
82570,28905176,25274038,2,8,<
82571,29643655,22706858,1,9,<
82572,23462854,19061350,3,9,<
82573,20353794,20632220,8,4,>
82574,22220145,12835306,1,4,<
82575,15471891,21887488,10,8,>
82576,19629576,3678236,1,9,<
82577,21528381,20648201,4,5,≈
82578,24086645,35347588,10,3,>
82579,15657023,8610088,1,5,<
82580,17706782,18790726,9,7,>
82581,14667252,35966331,10,1,>
82582,10716683,24713869,6,1,>
82583,15148377,20388515,9,4,>
82584,34378531,34378531,10,10,≈
82585,22419528,12767102,4,10,<
82586,20045427,25785999,6,9,<
82587,20844576,22718829,8,6,>
82588,31601984,23121447,5,5,≈
82589,20140783,21306581,1,10,<
82590,15067115,15866001,10,10,≈
82591,16632605,17540410,10,2,>
82592,12477825,20484493,7,7,≈
82593,34234135,38074403,10,4,>
82594,24600399,26219981,8,4,>
82595,20470020,34336961,8,9,≈
82596,34968294,28823558,2,10,<
82597,23144766,25755700,5,1,>
82598,20950485,24988487,4,7,<
82599,14962306,22215954,4,1,>
82600,31932730,33599893,10,8,>
82601,30231862,24186851,9,3,>
82602,16021741,12558375,3,10,<
82603,24292485,28613820,10,7,>
82604,11029454,28512090,2,9,<
82605,23302469,30923703,10,5,>
82606,23601855,24418565,7,6,≈
82607,19193802,16474156,7,8,≈
82608,25870599,24222714,9,9,≈
82609,14500318,25326685,7,3,>
82610,16170475,11923815,1,3,<
82611,19339346,2173267,7,1,>
82612,32758083,27305978,6,10,<
82613,30291364,19435941,5,10,<
82614,26949875,22352291,8,10,<
82615,29984078,26713208,7,8,≈
82616,18695638,17179944,8,9,≈
82617,19273847,28097091,9,1,>
82618,23121896,30568538,9,1,>
82619,26037461,23729648,6,5,≈
82620,19711054,26867504,7,8,≈
82621,18645594,36675080,8,10,<
82622,32452078,17321761,6,7,≈
82623,15085397,12822880,3,3,≈
82624,12618410,12172007,8,10,<
82625,12039758,16085863,9,8,≈
82626,21704027,31667643,8,10,<
82627,15514060,8156587,5,10,<
82628,31504472,28714967,6,10,<
82629,16420166,15893375,1,9,<
82630,23785522,26324273,9,9,≈
82631,14574428,9682844,2,3,≈
82632,23587412,34999811,7,8,≈
82633,19902362,15993810,1,7,<
82634,19695261,28607072,8,9,≈
82635,34719682,33230199,9,9,≈
82636,16443557,12176879,3,10,<
82637,14610169,12743279,8,9,≈
82638,16368976,17693492,8,3,>
82639,26536259,23003998,8,10,<
82640,20418863,21451238,10,6,>
82641,11158120,25793966,8,7,≈
82642,17945003,10692090,2,10,<
82643,26137382,17767323,4,5,≈
82644,25505504,16145147,3,5,<
82645,36593412,31281898,10,10,≈
82646,19957103,30783955,9,8,≈
82647,25543003,21713421,4,8,<
82648,20345183,26058897,4,10,<
82649,24036927,10232534,3,10,<
82650,15221166,2783961,1,3,<
82651,23651636,26029165,10,6,>
82652,16768546,15565865,9,3,>
82653,35478613,27690406,2,10,<
82654,12080485,28768545,10,10,≈
82655,11526158,9650942,8,9,≈
82656,19929829,23173050,3,8,<
82657,17993488,22988080,2,9,<
82658,11399669,11834615,7,7,≈
82659,16868010,20534447,8,9,≈
82660,12050848,16374661,5,4,≈
82661,33391739,30018885,10,3,>
82662,12444248,15383151,10,6,>
82663,12406356,1426726,7,1,>
82664,33204522,27880808,2,8,<
82665,19539367,22192467,10,7,>
82666,26713249,10053078,3,8,<
82667,22306316,20705240,8,10,<
82668,17115244,14516318,2,3,≈
82669,15890936,9618542,7,10,<
82670,12777707,29268713,6,1,>
82671,25210190,26676785,7,7,≈
82672,16544202,7811944,3,9,<
82673,25483687,32554612,8,10,<
82674,27596595,35887256,10,6,>
82675,11602074,9054759,1,8,<
82676,12426326,2492099,2,7,<
82677,33920022,27261914,9,5,>
82678,15857993,16254375,9,9,≈
82679,29780509,37569289,10,4,>
82680,19442512,24292069,5,10,<
82681,24580763,34353582,10,10,≈
82682,23646132,25793381,6,6,≈
82683,17576433,17154173,1,8,<
82684,16558683,2590515,8,3,>
82685,24708293,21756933,5,6,≈
82686,19327392,21888654,7,4,>
82687,36570258,34769289,9,10,≈
82688,26318162,31328295,7,4,>
82689,25546503,23503844,7,10,<
82690,17066296,19526211,8,9,≈
82691,20618398,18503560,6,7,≈
82692,27940274,22683203,8,10,<
82693,18580183,17632084,7,6,≈
82694,34331668,19844632,10,4,>
82695,25537979,32456408,10,1,>
82696,18773271,30983997,2,9,<
82697,25544895,21940051,4,10,<
82698,12640116,25274781,8,9,≈
82699,12732579,11266291,8,10,<
82700,27432794,32307765,10,10,≈
82701,10930222,7826162,4,10,<
82702,17646086,23840805,2,8,<
82703,27070044,27484869,2,10,<
82704,11976307,11214325,7,10,<
82705,11274098,11717301,5,5,≈
82706,16860761,17938199,10,8,>
82707,29708460,23584196,3,9,<
82708,18254654,34753466,10,2,>
82709,20559779,25224464,4,3,≈
82710,28684529,20225320,10,9,≈
82711,15385473,9673280,5,5,≈
82712,17218992,23284226,9,9,≈
82713,20832872,27110439,10,3,>
82714,37035469,39464538,2,1,≈
82715,17305317,21387284,2,10,<
82716,16737171,21717210,7,6,≈
82717,29805689,26986767,2,7,<
82718,19003279,9054499,1,10,<
82719,15226438,12552102,6,10,<
82720,17333213,8380378,1,3,<
82721,11468689,32143290,10,7,>
82722,29492339,10933729,5,6,≈
82723,27294916,17105918,7,9,<
82724,18474189,15109523,5,10,<
82725,16702551,18550656,10,7,>
82726,19357160,24874105,6,6,≈
82727,33936837,30990060,1,10,<
82728,30124168,31867121,10,8,>
82729,17177994,25693634,10,7,>
82730,19052078,20582319,4,7,<
82731,17071810,15542281,2,10,<
82732,30945044,31284680,8,9,≈
82733,29138037,37519426,10,8,>
82734,26054393,33457169,9,6,>
82735,28435453,32509159,10,4,>
82736,12952369,11861031,1,10,<
82737,26955948,24352242,8,10,<
82738,22912700,24188178,8,2,>
82739,22267218,28264908,10,8,>
82740,15375142,17158685,6,6,≈
82741,27452368,23072447,10,10,≈
82742,17360524,14565972,10,4,>
82743,23223615,16338142,8,2,>
82744,20712373,23052888,5,4,≈
82745,23801577,19008318,9,7,>
82746,22265360,22941342,9,8,≈
82747,12768006,17329342,8,7,≈
82748,18979121,18252230,6,10,<
82749,15150241,12721630,4,10,<
82750,17997333,24919757,10,5,>
82751,27346533,19287389,10,10,≈
82752,16110336,33563718,10,10,≈
82753,24404052,18025477,6,10,<
82754,15746333,15992262,6,2,>
82755,25853102,22745826,3,8,<
82756,11768254,7587790,2,3,≈
82757,16817022,10362012,2,10,<
82758,23786969,18308114,2,3,≈
82759,33009513,25810222,10,9,≈
82760,20308348,21691845,8,9,≈
82761,20335295,24250734,9,1,>
82762,22674099,10857668,1,3,<
82763,16710743,11506188,2,2,≈
82764,25460437,20395853,1,9,<
82765,12507319,33671534,6,10,<
82766,14671105,11562490,8,10,<
82767,30919113,30344794,3,6,<
82768,28966578,18204445,8,10,<
82769,18477635,18077387,10,10,≈
82770,27545593,36144292,10,4,>
82771,17085681,27032803,8,9,≈
82772,29793886,11085838,1,10,<
82773,12719269,9562035,3,10,<
82774,33817120,25890066,1,4,<
82775,12802082,8675005,6,10,<
82776,25034253,10775610,9,8,≈
82777,21607693,21206914,2,9,<
82778,16809323,18305042,8,8,≈
82779,27647839,32467152,10,10,≈
82780,15552349,12061768,5,4,≈
82781,25028668,33626986,7,10,<
82782,30877417,33584473,10,7,>
82783,14645063,19804720,7,7,≈
82784,11782547,6501435,9,1,>
82785,22238065,17678502,1,10,<
82786,30333990,37817881,10,2,>
82787,11316695,686776,2,2,≈
82788,24102026,26101691,2,7,<
82789,20579539,21780138,10,6,>
82790,35844845,27271191,3,10,<
82791,14563862,21131496,6,6,≈
82792,20682217,32348226,8,10,<
82793,31382896,25413731,8,10,<
82794,22214224,26411425,3,9,<
82795,12013531,9761120,7,9,<
82796,23401783,34073538,4,10,<
82797,16172381,21210688,10,10,≈
82798,18417564,17548810,8,10,<
82799,19936254,23741499,7,6,≈
82800,30778316,19568317,1,10,<
82801,18430932,29448071,8,9,≈
82802,20566234,12880801,4,9,<
82803,16341596,9180217,5,1,>
82804,11422017,9361367,2,4,<
82805,17558463,29657879,6,1,>
82806,10725210,9188584,5,6,≈
82807,11172012,35541305,8,2,>
82808,17334935,10517731,1,10,<
82809,27145858,31620449,10,6,>
82810,11247893,16489258,8,3,>
82811,28904624,27424210,1,9,<
82812,15672838,12837250,6,10,<
82813,12425867,11412210,1,10,<
82814,37518067,33097517,10,9,≈
82815,30221051,37720092,10,10,≈
82816,34745610,32778827,6,10,<
82817,18340248,16843513,7,6,≈
82818,22703620,20702071,9,9,≈
82819,18469204,20809084,10,5,>
82820,19453397,26655630,9,8,≈
82821,27254265,36261532,10,10,≈
82822,26381843,29103090,10,3,>
82823,26369972,27353263,9,8,≈
82824,27236308,36896253,10,2,>
82825,11517383,32937134,2,10,<
82826,17685839,14712172,4,7,<
82827,31280698,32765400,9,4,>
82828,34124128,32704891,10,3,>
82829,17933941,15574962,3,4,≈
82830,16428358,21773007,9,4,>
82831,14557630,29934075,5,10,<
82832,10844532,7544594,6,10,<
82833,22889333,24509233,9,8,≈
82834,18211689,19615061,6,6,≈
82835,29977412,28861089,2,9,<
82836,23100681,16209541,3,3,≈
82837,15937136,27742722,7,6,≈
82838,35284842,27417384,1,10,<
82839,21069548,27913900,3,3,≈
82840,29168985,22905215,4,10,<
82841,36445504,15813793,9,10,≈
82842,23382631,16084954,8,7,≈
82843,19861046,24236749,10,9,≈
82844,29381912,34219895,8,3,>
82845,23082988,18829543,7,10,<
82846,35873057,23659570,5,10,<
82847,17202264,31042488,10,7,>
82848,15320893,12631091,2,9,<
82849,28238023,24488120,5,6,≈
82850,17923518,1698178,7,7,≈
82851,21600697,27609090,5,9,<
82852,17044945,12679736,10,1,>
82853,20668561,3923556,2,9,<
82854,31803135,29191325,6,10,<
82855,25071434,31616268,7,6,≈
82856,25848009,24314648,10,5,>
82857,25536367,37063746,10,8,>
82858,18271956,32374397,7,10,<
82859,15778909,31368144,8,7,≈
82860,32764599,27833632,9,10,≈
82861,26302858,26621687,9,8,≈
82862,19610668,9414238,2,3,≈
82863,29463774,31359262,10,3,>
82864,12845419,10923762,8,9,≈
82865,20627642,17300996,5,6,≈
82866,28706690,36480126,10,2,>
82867,26157981,24514857,4,3,≈
82868,12368672,1417196,9,9,≈
82869,18647114,26600854,9,1,>
82870,19142872,25602019,9,5,>
82871,31579860,27420606,7,10,<
82872,22139089,16820954,1,1,≈
82873,11529919,11985529,4,3,≈
82874,30098601,35604453,10,1,>
82875,24993159,28993702,9,8,≈
82876,18690457,25677229,5,4,≈
82877,26539484,14766831,3,10,<
82878,15556996,16238443,10,4,>
82879,17761520,25566494,10,8,>
82880,24380887,16444902,10,8,>
82881,12200306,8031099,6,7,≈
82882,32547868,18158307,3,9,<
82883,30634671,34035397,7,10,<
82884,17580590,34208311,10,1,>
82885,26712863,30298038,9,1,>
82886,17912601,23358160,2,10,<
82887,12420146,22346755,1,10,<
82888,15876358,11159527,3,10,<
82889,16810502,26293610,2,9,<
82890,17634931,16056222,1,10,<
82891,15914363,7849295,1,10,<
82892,27216534,30644249,3,4,≈
82893,15065617,24595641,7,1,>
82894,26728620,18787701,8,10,<
82895,20648009,28116140,8,1,>
82896,15138300,12655057,10,10,≈
82897,20368426,21441213,10,8,>
82898,29444206,26542845,4,3,≈
82899,12829800,18717985,10,8,>
82900,28992685,30970436,4,7,<
82901,12750332,33232675,5,10,<
82902,28194147,33544185,10,6,>
82903,18775866,26021973,8,7,≈
82904,37009511,37476177,8,7,≈
82905,18196237,35203483,10,10,≈
82906,27568548,32927882,10,8,>
82907,10922033,21285955,10,10,≈
82908,16791396,1935152,5,9,<
82909,26414895,36590182,10,2,>
82910,18332042,25593323,10,10,≈
82911,15197525,21718542,1,8,<
82912,30255216,16948660,7,10,<
82913,20716769,22363785,10,9,≈
82914,15090533,23589461,6,7,≈
82915,23983692,16249726,3,9,<
82916,16320111,20473295,3,10,<
82917,17530193,15379863,3,6,<
82918,18343476,8302854,3,10,<
82919,11901127,11346797,8,10,<
82920,19609360,24530453,9,1,>
82921,11806825,2538720,10,2,>
82922,28376821,25529828,8,9,≈
82923,19386619,20218736,10,5,>
82924,10712665,10430938,6,10,<
82925,11319101,30648008,5,4,≈
82926,21356069,16105722,5,6,≈
82927,25620525,24163340,6,7,≈
